商品编码	商品名称	商品简称	品牌	品牌编码	分类	年份	季节	重量	生产方式	主题	厂家货号	供应商	外部编码	备注	规格编码	规格名称	自定义编码	长	宽	高	公司名称	市场价	实际售价	财务成本	采购价	销售价	经销价	箱规	自定义属性1	自定义属性2	自定义属性3	自定义属性4	自定义属性5	自定义属性6	自定义属性7	自定义属性8	自定义属性9	自定义属性10	自定义属性11	自定义属性12	自定义属性13	自定义属性14	自定义属性15	自定义属性16	自定义属性17	自定义属性18	自定义属性19	自定义属性20
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶163	然生	RSH	甲油胶							然生			RSH01001163	然生甲油胶2905-2/2906-2共308色163	RS001163								12				RS001163	163																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶164	然生	RSH	甲油胶							然生			RSH01001164	然生甲油胶2905-2/2906-2共308色164	RS001164								12				RS001164	164																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶165	然生	RSH	甲油胶							然生			RSH01001165	然生甲油胶2905-2/2906-2共308色165	RS001165								12				RS001165	165																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶166	然生	RSH	甲油胶							然生			RSH01001166	然生甲油胶2905-2/2906-2共308色166	RS001166								12				RS001166	166																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶167	然生	RSH	甲油胶							然生			RSH01001167	然生甲油胶2905-2/2906-2共308色167	RS001167								12				RS001167	167																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶168	然生	RSH	甲油胶							然生			RSH01001168	然生甲油胶2905-2/2906-2共308色168	RS001168								12				RS001168	168																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶169	然生	RSH	甲油胶							然生			RSH01001169	然生甲油胶2905-2/2906-2共308色169	RS001169								12				RS001169	169																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶170	然生	RSH	甲油胶							然生			RSH01001170	然生甲油胶2905-2/2906-2共308色170	RS001170								12				RS001170	170																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶171	然生	RSH	甲油胶							然生			RSH01001171	然生甲油胶2905-2/2906-2共308色171	RS001171								12				RS001171	171																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶172	然生	RSH	甲油胶							然生			RSH01001172	然生甲油胶2905-2/2906-2共308色172	RS001172								12				RS001172	172																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶173	然生	RSH	甲油胶							然生			RSH01001173	然生甲油胶2905-2/2906-2共308色173	RS001173								12				RS001173	173																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶174	然生	RSH	甲油胶							然生			RSH01001174	然生甲油胶2905-2/2906-2共308色174	RS001174								12				RS001174	174																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶175	然生	RSH	甲油胶							然生			RSH01001175	然生甲油胶2905-2/2906-2共308色175	RS001175								12				RS001175	175																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶176	然生	RSH	甲油胶							然生			RSH01001176	然生甲油胶2905-2/2906-2共308色176	RS001176								12				RS001176	176																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶177	然生	RSH	甲油胶							然生			RSH01001177	然生甲油胶2905-2/2906-2共308色177	RS001177								12				RS001177	177																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶178	然生	RSH	甲油胶							然生			RSH01001178	然生甲油胶2905-2/2906-2共308色178	RS001178								12				RS001178	178																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶179	然生	RSH	甲油胶							然生			RSH01001179	然生甲油胶2905-2/2906-2共308色179	RS001179								12				RS001179	179																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶180	然生	RSH	甲油胶							然生			RSH01001180	然生甲油胶2905-2/2906-2共308色180	RS001180								12				RS001180	180																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶181	然生	RSH	甲油胶							然生			RSH01001181	然生甲油胶2905-2/2906-2共308色181	RS001181								12				RS001181	181																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶182	然生	RSH	甲油胶							然生			RSH01001182	然生甲油胶2905-2/2906-2共308色182	RS001182								12				RS001182	182																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶183	然生	RSH	甲油胶							然生			RSH01001183	然生甲油胶2905-2/2906-2共308色183	RS001183								12				RS001183	183																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶184	然生	RSH	甲油胶							然生			RSH01001184	然生甲油胶2905-2/2906-2共308色184	RS001184								12				RS001184	184																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶185	然生	RSH	甲油胶							然生			RSH01001185	然生甲油胶2905-2/2906-2共308色185	RS001185								12				RS001185	185																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶186	然生	RSH	甲油胶							然生			RSH01001186	然生甲油胶2905-2/2906-2共308色186	RS001186								12				RS001186	186																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶187	然生	RSH	甲油胶							然生			RSH01001187	然生甲油胶2905-2/2906-2共308色187	RS001187								12				RS001187	187																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶188	然生	RSH	甲油胶							然生			RSH01001188	然生甲油胶2905-2/2906-2共308色188	RS001188								12				RS001188	188																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶189	然生	RSH	甲油胶							然生			RSH01001189	然生甲油胶2905-2/2906-2共308色189	RS001189								12				RS001189	189																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶190	然生	RSH	甲油胶							然生			RSH01001190	然生甲油胶2905-2/2906-2共308色190	RS001190								12				RS001190	190																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶191	然生	RSH	甲油胶							然生			RSH01001191	然生甲油胶2905-2/2906-2共308色191	RS001191								12				RS001191	191																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶192	然生	RSH	甲油胶							然生			RSH01001192	然生甲油胶2905-2/2906-2共308色192	RS001192								12				RS001192	192																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶193	然生	RSH	甲油胶							然生			RSH01001193	然生甲油胶2905-2/2906-2共308色193	RS001193								12				RS001193	193																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶194	然生	RSH	甲油胶							然生			RSH01001194	然生甲油胶2905-2/2906-2共308色194	RS001194								12				RS001194	194																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶195	然生	RSH	甲油胶							然生			RSH01001195	然生甲油胶2905-2/2906-2共308色195	RS001195								12				RS001195	195																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶196	然生	RSH	甲油胶							然生			RSH01001196	然生甲油胶2905-2/2906-2共308色196	RS001196								12				RS001196	196																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶197	然生	RSH	甲油胶							然生			RSH01001197	然生甲油胶2905-2/2906-2共308色197	RS001197								12				RS001197	197																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶198	然生	RSH	甲油胶							然生			RSH01001198	然生甲油胶2905-2/2906-2共308色198	RS001198								12				RS001198	198																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶199	然生	RSH	甲油胶							然生			RSH01001199	然生甲油胶2905-2/2906-2共308色199	RS001199								12				RS001199	199																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶200	然生	RSH	甲油胶							然生			RSH01001200	然生甲油胶2905-2/2906-2共308色200	RS001200								12				RS001200	200																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶201	然生	RSH	甲油胶							然生			RSH01001201	然生甲油胶2905-2/2906-2共308色201	RS001201								12				RS001201	201																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶202	然生	RSH	甲油胶							然生			RSH01001202	然生甲油胶2905-2/2906-2共308色202	RS001202								12				RS001202	202																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶203	然生	RSH	甲油胶							然生			RSH01001203	然生甲油胶2905-2/2906-2共308色203	RS001203								12				RS001203	203																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶204	然生	RSH	甲油胶							然生			RSH01001204	然生甲油胶2905-2/2906-2共308色204	RS001204								12				RS001204	204																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶205	然生	RSH	甲油胶							然生			RSH01001205	然生甲油胶2905-2/2906-2共308色205	RS001205								12				RS001205	205																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶206	然生	RSH	甲油胶							然生			RSH01001206	然生甲油胶2905-2/2906-2共308色206	RS001206								12				RS001206	206																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶207	然生	RSH	甲油胶							然生			RSH01001207	然生甲油胶2905-2/2906-2共308色207	RS001207								12				RS001207	207																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶208	然生	RSH	甲油胶							然生			RSH01001208	然生甲油胶2905-2/2906-2共308色208	RS001208								12				RS001208	208																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶209	然生	RSH	甲油胶							然生			RSH01001209	然生甲油胶2905-2/2906-2共308色209	RS001209								12				RS001209	209																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶210	然生	RSH	甲油胶							然生			RSH01001210	然生甲油胶2905-2/2906-2共308色210	RS001210								12				RS001210	210																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶211	然生	RSH	甲油胶							然生			RSH01001211	然生甲油胶2905-2/2906-2共308色211	RS001211								12				RS001211	211																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶212	然生	RSH	甲油胶							然生			RSH01001212	然生甲油胶2905-2/2906-2共308色212	RS001212								12				RS001212	212																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶213	然生	RSH	甲油胶							然生			RSH01001213	然生甲油胶2905-2/2906-2共308色213	RS001213								12				RS001213	213																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶214	然生	RSH	甲油胶							然生			RSH01001214	然生甲油胶2905-2/2906-2共308色214	RS001214								12				RS001214	214																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶215	然生	RSH	甲油胶							然生			RSH01001215	然生甲油胶2905-2/2906-2共308色215	RS001215								12				RS001215	215																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶216	然生	RSH	甲油胶							然生			RSH01001216	然生甲油胶2905-2/2906-2共308色216	RS001216								12				RS001216	216																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶217	然生	RSH	甲油胶							然生			RSH01001217	然生甲油胶2905-2/2906-2共308色217	RS001217								12				RS001217	217																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶218	然生	RSH	甲油胶							然生			RSH01001218	然生甲油胶2905-2/2906-2共308色218	RS001218								12				RS001218	218																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶219	然生	RSH	甲油胶							然生			RSH01001219	然生甲油胶2905-2/2906-2共308色219	RS001219								12				RS001219	219																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶220	然生	RSH	甲油胶							然生			RSH01001220	然生甲油胶2905-2/2906-2共308色220	RS001220								12				RS001220	220																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶221	然生	RSH	甲油胶							然生			RSH01001221	然生甲油胶2905-2/2906-2共308色221	RS001221								12				RS001221	221																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶222	然生	RSH	甲油胶							然生			RSH01001222	然生甲油胶2905-2/2906-2共308色222	RS001222								12				RS001222	222																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶223	然生	RSH	甲油胶							然生			RSH01001223	然生甲油胶2905-2/2906-2共308色223	RS001223								12				RS001223	223																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶224	然生	RSH	甲油胶							然生			RSH01001224	然生甲油胶2905-2/2906-2共308色224	RS001224								12				RS001224	224																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶225	然生	RSH	甲油胶							然生			RSH01001225	然生甲油胶2905-2/2906-2共308色225	RS001225								12				RS001225	225																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶226	然生	RSH	甲油胶							然生			RSH01001226	然生甲油胶2905-2/2906-2共308色226	RS001226								12				RS001226	226																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶227	然生	RSH	甲油胶							然生			RSH01001227	然生甲油胶2905-2/2906-2共308色227	RS001227								12				RS001227	227																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶228	然生	RSH	甲油胶							然生			RSH01001228	然生甲油胶2905-2/2906-2共308色228	RS001228								12				RS001228	228																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶229	然生	RSH	甲油胶							然生			RSH01001229	然生甲油胶2905-2/2906-2共308色229	RS001229								12				RS001229	229																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶230	然生	RSH	甲油胶							然生			RSH01001230	然生甲油胶2905-2/2906-2共308色230	RS001230								12				RS001230	230																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶231	然生	RSH	甲油胶							然生			RSH01001231	然生甲油胶2905-2/2906-2共308色231	RS001231								12				RS001231	231																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶232	然生	RSH	甲油胶							然生			RSH01001232	然生甲油胶2905-2/2906-2共308色232	RS001232								12				RS001232	232																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶233	然生	RSH	甲油胶							然生			RSH01001233	然生甲油胶2905-2/2906-2共308色233	RS001233								12				RS001233	233																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶234	然生	RSH	甲油胶							然生			RSH01001234	然生甲油胶2905-2/2906-2共308色234	RS001234								12				RS001234	234																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶235	然生	RSH	甲油胶							然生			RSH01001235	然生甲油胶2905-2/2906-2共308色235	RS001235								12				RS001235	235																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶236	然生	RSH	甲油胶							然生			RSH01001236	然生甲油胶2905-2/2906-2共308色236	RS001236								12				RS001236	236																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶237	然生	RSH	甲油胶							然生			RSH01001237	然生甲油胶2905-2/2906-2共308色237	RS001237								12				RS001237	237																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶238	然生	RSH	甲油胶							然生			RSH01001238	然生甲油胶2905-2/2906-2共308色238	RS001238								12				RS001238	238																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶239	然生	RSH	甲油胶							然生			RSH01001239	然生甲油胶2905-2/2906-2共308色239	RS001239								12				RS001239	239																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶240	然生	RSH	甲油胶							然生			RSH01001240	然生甲油胶2905-2/2906-2共308色240	RS001240								12				RS001240	240																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶241	然生	RSH	甲油胶							然生			RSH01001241	然生甲油胶2905-2/2906-2共308色241	RS001241								12				RS001241	241																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶242	然生	RSH	甲油胶							然生			RSH01001242	然生甲油胶2905-2/2906-2共308色242	RS001242								12				RS001242	242																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶243	然生	RSH	甲油胶							然生			RSH01001243	然生甲油胶2905-2/2906-2共308色243	RS001243								12				RS001243	243																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶244	然生	RSH	甲油胶							然生			RSH01001244	然生甲油胶2905-2/2906-2共308色244	RS001244								12				RS001244	244																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶245	然生	RSH	甲油胶							然生			RSH01001245	然生甲油胶2905-2/2906-2共308色245	RS001245								12				RS001245	245																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶246	然生	RSH	甲油胶							然生			RSH01001246	然生甲油胶2905-2/2906-2共308色246	RS001246								12				RS001246	246																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶247	然生	RSH	甲油胶							然生			RSH01001247	然生甲油胶2905-2/2906-2共308色247	RS001247								12				RS001247	247																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶248	然生	RSH	甲油胶							然生			RSH01001248	然生甲油胶2905-2/2906-2共308色248	RS001248								12				RS001248	248																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶249	然生	RSH	甲油胶							然生			RSH01001249	然生甲油胶2905-2/2906-2共308色249	RS001249								12				RS001249	249																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶250	然生	RSH	甲油胶							然生			RSH01001250	然生甲油胶2905-2/2906-2共308色250	RS001250								12				RS001250	250																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶251	然生	RSH	甲油胶							然生			RSH01001251	然生甲油胶2905-2/2906-2共308色251	RS001251								12				RS001251	251																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶252	然生	RSH	甲油胶							然生			RSH01001252	然生甲油胶2905-2/2906-2共308色252	RS001252								12				RS001252	252																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶253	然生	RSH	甲油胶							然生			RSH01001253	然生甲油胶2905-2/2906-2共308色253	RS001253								12				RS001253	253																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶254	然生	RSH	甲油胶							然生			RSH01001254	然生甲油胶2905-2/2906-2共308色254	RS001254								12				RS001254	254																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶255	然生	RSH	甲油胶							然生			RSH01001255	然生甲油胶2905-2/2906-2共308色255	RS001255								12				RS001255	255																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶256	然生	RSH	甲油胶							然生			RSH01001256	然生甲油胶2905-2/2906-2共308色256	RS001256								12				RS001256	256																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶257	然生	RSH	甲油胶							然生			RSH01001257	然生甲油胶2905-2/2906-2共308色257	RS001257								12				RS001257	257																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶258	然生	RSH	甲油胶							然生			RSH01001258	然生甲油胶2905-2/2906-2共308色258	RS001258								12				RS001258	258																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶259	然生	RSH	甲油胶							然生			RSH01001259	然生甲油胶2905-2/2906-2共308色259	RS001259								12				RS001259	259																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶260	然生	RSH	甲油胶							然生			RSH01001260	然生甲油胶2905-2/2906-2共308色260	RS001260								12				RS001260	260																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶261	然生	RSH	甲油胶							然生			RSH01001261	然生甲油胶2905-2/2906-2共308色261	RS001261								12				RS001261	261																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶262	然生	RSH	甲油胶							然生			RSH01001262	然生甲油胶2905-2/2906-2共308色262	RS001262								12				RS001262	262																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶263	然生	RSH	甲油胶							然生			RSH01001263	然生甲油胶2905-2/2906-2共308色263	RS001263								12				RS001263	263																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶264	然生	RSH	甲油胶							然生			RSH01001264	然生甲油胶2905-2/2906-2共308色264	RS001264								12				RS001264	264																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶265	然生	RSH	甲油胶							然生			RSH01001265	然生甲油胶2905-2/2906-2共308色265	RS001265								12				RS001265	265																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶266	然生	RSH	甲油胶							然生			RSH01001266	然生甲油胶2905-2/2906-2共308色266	RS001266								12				RS001266	266																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶267	然生	RSH	甲油胶							然生			RSH01001267	然生甲油胶2905-2/2906-2共308色267	RS001267								12				RS001267	267																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶268	然生	RSH	甲油胶							然生			RSH01001268	然生甲油胶2905-2/2906-2共308色268	RS001268								12				RS001268	268																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶269	然生	RSH	甲油胶							然生			RSH01001269	然生甲油胶2905-2/2906-2共308色269	RS001269								12				RS001269	269																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶270	然生	RSH	甲油胶							然生			RSH01001270	然生甲油胶2905-2/2906-2共308色270	RS001270								12				RS001270	270																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶271	然生	RSH	甲油胶							然生			RSH01001271	然生甲油胶2905-2/2906-2共308色271	RS001271								12				RS001271	271																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶272	然生	RSH	甲油胶							然生			RSH01001272	然生甲油胶2905-2/2906-2共308色272	RS001272								12				RS001272	272																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶273	然生	RSH	甲油胶							然生			RSH01001273	然生甲油胶2905-2/2906-2共308色273	RS001273								12				RS001273	273																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶274	然生	RSH	甲油胶							然生			RSH01001274	然生甲油胶2905-2/2906-2共308色274	RS001274								12				RS001274	274																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶275	然生	RSH	甲油胶							然生			RSH01001275	然生甲油胶2905-2/2906-2共308色275	RS001275								12				RS001275	275																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶276	然生	RSH	甲油胶							然生			RSH01001276	然生甲油胶2905-2/2906-2共308色276	RS001276								12				RS001276	276																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶277	然生	RSH	甲油胶							然生			RSH01001277	然生甲油胶2905-2/2906-2共308色277	RS001277								12				RS001277	277																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶278	然生	RSH	甲油胶							然生			RSH01001278	然生甲油胶2905-2/2906-2共308色278	RS001278								12				RS001278	278																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶279	然生	RSH	甲油胶							然生			RSH01001279	然生甲油胶2905-2/2906-2共308色279	RS001279								12				RS001279	279																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶280	然生	RSH	甲油胶							然生			RSH01001280	然生甲油胶2905-2/2906-2共308色280	RS001280								12				RS001280	280																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶281	然生	RSH	甲油胶							然生			RSH01001281	然生甲油胶2905-2/2906-2共308色281	RS001281								12				RS001281	281																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶282	然生	RSH	甲油胶							然生			RSH01001282	然生甲油胶2905-2/2906-2共308色282	RS001282								12				RS001282	282																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶283	然生	RSH	甲油胶							然生			RSH01001283	然生甲油胶2905-2/2906-2共308色283	RS001283								12				RS001283	283																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶284	然生	RSH	甲油胶							然生			RSH01001284	然生甲油胶2905-2/2906-2共308色284	RS001284								12				RS001284	284																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶285	然生	RSH	甲油胶							然生			RSH01001285	然生甲油胶2905-2/2906-2共308色285	RS001285								12				RS001285	285																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶286	然生	RSH	甲油胶							然生			RSH01001286	然生甲油胶2905-2/2906-2共308色286	RS001286								12				RS001286	286																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶287	然生	RSH	甲油胶							然生			RSH01001287	然生甲油胶2905-2/2906-2共308色287	RS001287								12				RS001287	287																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶288	然生	RSH	甲油胶							然生			RSH01001288	然生甲油胶2905-2/2906-2共308色288	RS001288								12				RS001288	288																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶289	然生	RSH	甲油胶							然生			RSH01001289	然生甲油胶2905-2/2906-2共308色289	RS001289								12				RS001289	289																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶290	然生	RSH	甲油胶							然生			RSH01001290	然生甲油胶2905-2/2906-2共308色290	RS001290								12				RS001290	290																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶291	然生	RSH	甲油胶							然生			RSH01001291	然生甲油胶2905-2/2906-2共308色291	RS001291								12				RS001291	291																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶292	然生	RSH	甲油胶							然生			RSH01001292	然生甲油胶2905-2/2906-2共308色292	RS001292								12				RS001292	292																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶293	然生	RSH	甲油胶							然生			RSH01001293	然生甲油胶2905-2/2906-2共308色293	RS001293								12				RS001293	293																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶294	然生	RSH	甲油胶							然生			RSH01001294	然生甲油胶2905-2/2906-2共308色294	RS001294								12				RS001294	294																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶295	然生	RSH	甲油胶							然生			RSH01001295	然生甲油胶2905-2/2906-2共308色295	RS001295								12				RS001295	295																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶296	然生	RSH	甲油胶							然生			RSH01001296	然生甲油胶2905-2/2906-2共308色296	RS001296								12				RS001296	296																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶297	然生	RSH	甲油胶							然生			RSH01001297	然生甲油胶2905-2/2906-2共308色297	RS001297								12				RS001297	297																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶298	然生	RSH	甲油胶							然生			RSH01001298	然生甲油胶2905-2/2906-2共308色298	RS001298								12				RS001298	298																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶299	然生	RSH	甲油胶							然生			RSH01001299	然生甲油胶2905-2/2906-2共308色299	RS001299								12				RS001299	299																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶300	然生	RSH	甲油胶							然生			RSH01001300	然生甲油胶2905-2/2906-2共308色300	RS001300								12				RS001300	300																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶301	然生	RSH	甲油胶							然生			RSH01001301	然生甲油胶2905-2/2906-2共308色301	RS001301								12				RS001301	301																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶302	然生	RSH	甲油胶							然生			RSH01001302	然生甲油胶2905-2/2906-2共308色302	RS001302								12				RS001302	302																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶303	然生	RSH	甲油胶							然生			RSH01001303	然生甲油胶2905-2/2906-2共308色303	RS001303								12				RS001303	303																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶304	然生	RSH	甲油胶							然生			RSH01001304	然生甲油胶2905-2/2906-2共308色304	RS001304								12				RS001304	304																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶305	然生	RSH	甲油胶							然生			RSH01001305	然生甲油胶2905-2/2906-2共308色305	RS001305								12				RS001305	305																		
RSH01001	然生甲油胶2905-2/2906-2共308色	然生甲油胶306	然生	RSH	甲油胶							然生			RSH01001306	然生甲油胶2905-2/2906-2共308色306	RS001306								12				RS001306	306																		
